2022-08-31 20:27:00.004143,-0.327556,9.560336,0.236617,0.004640,0.015730,-0.001850,15.118000,-53.931000,-1.499000,-0.024080,0.999670,0.009030,0.001360,1.000000
2022-08-31 20:27:00.254924,-0.336189,9.522861,0.257709,0.002320,0.016890,-0.001850,14.941000,-53.280000,-1.717000,-0.023660,0.999630,0.008220,0.010230,1.000000
2022-08-31 20:27:00.504937,-0.312743,9.520605,0.213564,0.006970,0.018060,-0.004180,14.269000,-55.032000,-3.834000,-0.022570,0.999510,0.008710,0.020010,1.000000
2022-08-31 20:27:00.754916,-0.331676,9.551605,0.204048,0.001150,0.019220,-0.006510,14.252000,-55.807000,-3.733000,-0.020710,0.999110,0.011900,0.034790,1.000000
2022-08-31 20:27:01.010023,-0.318433,9.562396,0.238972,0.003480,0.014560,-0.005350,14.725000,-55.283000,-4.363000,-0.020580,0.998570,0.012290,0.047710,1.000000
2022-08-31 20:27:01.255009,-0.336581,9.556019,0.225041,0.004640,0.016890,-0.001850,13.898000,-54.731000,-4.098000,-0.020280,0.997920,0.011970,0.060060,1.000000
2022-08-31 20:27:01.505048,-0.322847,9.550722,0.243582,0.003480,0.019220,-0.005350,14.571000,-55.888000,-3.790000,-0.020580,0.997190,0.010800,0.071230,1.000000
2022-08-31 20:27:01.757682,-0.327262,9.551016,0.232007,0.005810,0.018060,-0.004180,14.365000,-55.433000,-4.203000,-0.020210,0.996390,0.010060,0.081860,1.000000
2022-08-31 20:27:02.009438,-0.363853,9.537969,0.234361,0.005810,0.015730,-0.005350,14.264000,-55.718000,-4.243000,-0.020260,0.995510,0.009270,0.092020,1.000000
2022-08-31 20:27:02.257403,-0.322749,9.555725,0.225041,0.005810,0.020380,-0.004180,14.267000,-55.387000,-4.199000,-0.020650,0.994620,0.008170,0.101210,1.000000
2022-08-31 20:27:02.508641,-0.317255,9.508931,0.222883,0.005810,0.018060,-0.004180,14.657000,-55.333000,-4.177000,-0.020890,0.993690,0.007490,0.109920,1.000000
2022-08-31 20:27:02.759401,-0.336385,9.556411,0.206402,0.003480,0.019220,-0.003020,13.945000,-55.211000,-4.091000,-0.022020,0.992730,0.006540,0.118120,1.000000
2022-08-31 20:27:03.007454,-0.364049,9.544836,0.238972,0.005810,0.021550,-0.005350,14.176000,-55.146000,-4.264000,-0.022270,0.991810,0.005740,0.125650,1.000000
2022-08-31 20:27:03.257428,-0.345410,9.535124,0.234361,0.010460,0.015730,-0.003020,14.625000,-55.308000,-4.090000,-0.022600,0.990940,0.004660,0.132290,1.000000
2022-08-31 20:27:03.510690,-0.354926,9.558864,0.224943,0.004640,0.014560,-0.003020,14.458000,-55.890000,-4.242000,-0.022860,0.990160,0.003530,0.138010,1.000000
2022-08-31 20:27:03.759478,-0.350119,9.544738,0.225041,0.006970,0.016890,-0.005350,14.215000,-55.184000,-4.613000,-0.022800,0.989350,0.003020,0.143740,1.000000
2022-08-31 20:27:04.009535,-0.335698,9.502064,0.243779,0.005810,0.018060,-0.004180,14.306000,-55.494000,-4.453000,-0.023110,0.988460,0.002940,0.149650,1.000000
2022-08-31 20:27:04.260522,-0.294692,9.529238,0.227494,0.006970,0.016890,-0.004180,14.478000,-55.518000,-4.183000,-0.023290,0.987850,0.001560,0.153630,1.000000
2022-08-31 20:27:04.509965,-0.336287,9.542089,0.222687,0.006970,0.019220,-0.007670,14.447000,-55.467000,-4.415000,-0.023500,0.987100,0.001300,0.158370,1.000000
2022-08-31 20:27:04.758661,-0.331284,9.525706,0.220431,0.006970,0.018060,-0.006510,14.037000,-55.346000,-4.578000,-0.022850,0.986400,0.001220,0.162740,1.000000
2022-08-31 20:27:05.008826,-0.309113,9.559845,0.236617,0.006970,0.015730,-0.004180,14.133000,-55.757000,-4.425000,-0.022380,0.985700,0.000780,0.167020,1.000000
2022-08-31 20:27:05.258668,-0.339034,9.558177,0.243582,0.003480,0.013400,-0.007670,14.179000,-55.785000,-4.343000,-0.021960,0.985110,0.000120,0.170530,1.000000
2022-08-31 20:27:05.510095,-0.322651,9.538950,0.248291,0.002320,0.019220,-0.001850,14.129000,-55.804000,-4.372000,-0.022030,0.984550,-0.000320,0.173700,1.000000
2022-08-31 20:27:05.758819,-0.332265,9.574658,0.224943,0.004640,0.016890,-0.004180,14.027000,-55.464000,-4.319000,-0.021900,0.983970,-0.000480,0.176980,1.000000
2022-08-31 20:27:06.008828,-0.341290,9.567889,0.222589,0.005810,0.019220,-0.001850,14.250000,-55.686000,-4.429000,-0.022320,0.983410,-0.000730,0.180040,1.000000
2022-08-31 20:27:06.258880,-0.322945,9.555332,0.250547,0.006970,0.014560,-0.003020,14.037000,-55.512000,-4.377000,-0.022430,0.982900,-0.001120,0.182770,1.000000
2022-08-31 20:27:06.509965,-0.322455,9.549054,0.201792,0.003480,0.018060,-0.005350,14.073000,-55.673000,-4.234000,-0.022280,0.982490,-0.001640,0.184960,1.000000
2022-08-31 20:27:06.760191,-0.313233,9.536693,0.232105,0.002320,0.014560,-0.004180,14.300000,-55.763000,-4.223000,-0.022440,0.982160,-0.002210,0.186680,1.000000
2022-08-31 20:27:07.008212,-0.327262,9.551016,0.232007,0.006970,0.020380,-0.003020,14.303000,-55.687000,-4.155000,-0.022720,0.981920,-0.002760,0.187910,1.000000
2022-08-31 20:27:07.258588,-0.317354,9.520801,0.211209,0.004640,0.018060,-0.004180,14.196000,-55.525000,-4.417000,-0.022800,0.981630,-0.002850,0.189380,1.000000
2022-08-31 20:27:07.510459,-0.331284,9.520801,0.232105,0.004640,0.016890,-0.007670,14.107000,-55.532000,-4.447000,-0.022890,0.981210,-0.002650,0.191540,1.000000
2022-08-31 20:27:07.759252,-0.359438,9.563965,0.204048,0.006970,0.019220,-0.003020,14.017000,-55.362000,-4.477000,-0.022700,0.980730,-0.002310,0.194040,1.000000
2022-08-31 20:27:08.010524,-0.304502,9.562297,0.222687,0.005810,0.019220,-0.005350,14.171000,-55.406000,-4.443000,-0.022770,0.980400,-0.002650,0.195660,1.000000
2022-08-31 20:27:08.259419,-0.322259,9.525216,0.232105,0.006970,0.019220,-0.003020,14.158000,-55.544000,-4.249000,-0.022860,0.980150,-0.003080,0.196900,1.000000
2022-08-31 20:27:08.510577,-0.306955,9.559649,0.245937,0.006970,0.018060,-0.003020,14.121000,-55.561000,-4.219000,-0.022710,0.979990,-0.003610,0.197730,1.000000
2022-08-31 20:27:08.760584,-0.337072,9.584076,0.222589,0.006970,0.014560,-0.006510,14.095000,-55.627000,-4.288000,-0.022620,0.979850,-0.003790,0.198390,1.000000
2022-08-31 20:27:09.010706,-0.289493,9.513444,0.190314,0.009300,0.020380,-0.003020,14.252000,-55.422000,-4.262000,-0.022800,0.979720,-0.003930,0.199040,1.000000
2022-08-31 20:27:09.259794,-0.336385,9.544247,0.234361,0.005810,0.019220,-0.004180,14.261000,-55.318000,-4.198000,-0.023060,0.979580,-0.004080,0.199670,1.000000
2022-08-31 20:27:09.509985,-0.354043,9.514621,0.215820,0.001150,0.016890,-0.007670,14.332000,-55.230000,-4.261000,-0.023440,0.979460,-0.004240,0.200220,1.000000
2022-08-31 20:27:09.759956,-0.322357,9.522665,0.248389,0.004640,0.020380,-0.004180,14.376000,-55.256000,-4.310000,-0.023770,0.979320,-0.004270,0.200870,1.000000
2022-08-31 20:27:10.010727,-0.323141,9.571911,0.236519,0.006970,0.016890,-0.005350,14.398000,-55.319000,-4.249000,-0.023990,0.979210,-0.004340,0.201400,1.000000
2022-08-31 20:27:10.258275,-0.345606,9.539538,0.248291,-0.000010,0.016890,-0.003020,14.427000,-55.343000,-4.192000,-0.024020,0.979170,-0.004590,0.201560,1.000000
